,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
AKR1C33,6.88E-19,0.948242533,0.248,0.129,1.44E-14,14,AKR1C3
UBXN42,9.36E-19,2.05916643,0.205,0.105,1.96E-14,14,UBXN4
APEX12,8.11E-18,1.566727043,0.216,0.113,1.70E-13,14,APEX1
EDC34,9.40E-18,2.355715858,0.196,0.1,1.97E-13,14,EDC3
CASC222,1.35E-17,4.271671428,0.024,0.003,2.83E-13,14,CASC22
PPP1R2B2,4.12E-17,2.954418288,0.068,0.02,8.63E-13,14,PPP1R2B
USP72,9.54E-17,2.789091022,0.123,0.052,2.00E-12,14,USP7
TSBP1-AS13,5.62E-16,3.306002474,0.066,0.021,1.18E-11,14,TSBP1-AS1
H2AC62,1.32E-15,2.599145937,0.169,0.086,2.77E-11,14,H2AC6
ITIH36,1.39E-15,2.250657849,0.244,0.149,2.91E-11,14,ITIH3
RARA2,1.99E-15,1.617720121,0.147,0.068,4.17E-11,14,RARA
SPDYE24,3.45E-15,0.571901644,0.702,0.61,7.24E-11,14,SPDYE2
TIGD64,3.94E-15,1.187878961,0.42,0.297,8.26E-11,14,TIGD6
OTX13,4.91E-15,0.215109246,0.405,0.249,1.03E-10,14,OTX1
FNDC53,5.50E-15,1.761401314,0.254,0.153,1.15E-10,14,FNDC5
ITPA,7.77E-15,0.279769241,0.118,0.051,1.63E-10,14,ITPA
RGMA2,1.01E-14,2.147089099,0.224,0.127,2.12E-10,14,RGMA
TPTE2P34,1.14E-14,2.261815329,0.227,0.134,2.39E-10,14,TPTE2P3
MRM23,1.21E-14,2.11993762,0.166,0.085,2.54E-10,14,MRM2
DGLUCY5,1.62E-14,1.860264497,0.274,0.175,3.39E-10,14,DGLUCY
RHBDL13,2.05E-14,1.609637052,0.219,0.126,4.31E-10,14,RHBDL1
CWC153,2.77E-14,2.340592215,0.256,0.159,5.80E-10,14,CWC15
SLC49A42,7.39E-14,4.068714613,0.03,0.006,1.55E-09,14,SLC49A4
IGSF213,1.85E-13,1.73165768,0.347,0.244,3.87E-09,14,IGSF21
PDE7A5,2.35E-13,1.030357263,0.454,0.35,4.94E-09,14,PDE7A
IMPDH13,2.76E-13,0.523417609,0.631,0.513,5.79E-09,14,IMPDH1
TOMM22-DT2,4.08E-13,2.158670792,0.137,0.068,8.56E-09,14,TOMM22-DT
GLRA24,5.56E-13,1.648212079,0.26,0.171,1.17E-08,14,GLRA2
TCF7L15,7.43E-13,1.09697829,0.42,0.295,1.56E-08,14,TCF7L1
ZNF4088,9.45E-13,2.009162139,0.237,0.15,1.98E-08,14,ZNF408
SLC25A182,1.05E-12,1.631303646,0.197,0.115,2.21E-08,14,SLC25A18
GPR616,1.24E-12,1.485606389,0.297,0.198,2.60E-08,14,GPR61
ZNF7503,1.54E-12,1.678922896,0.385,0.288,3.24E-08,14,ZNF750
TEX382,1.68E-12,1.784695772,0.181,0.103,3.52E-08,14,TEX38
ACKR35,2.03E-12,1.00244362,0.285,0.187,4.27E-08,14,ACKR3
COLEC105,3.39E-12,0.892529801,0.352,0.24,7.12E-08,14,COLEC10
MCM35,4.82E-12,1.074743052,0.334,0.232,1.01E-07,14,MCM3
ATP6AP22,6.16E-12,1.676527925,0.183,0.106,1.29E-07,14,ATP6AP2
GLE13,1.61E-11,1.810823809,0.115,0.055,3.37E-07,14,GLE1
TFAP2B3,2.20E-11,0.21047742,0.776,0.674,4.61E-07,14,TFAP2B
RUBCN4,2.78E-11,0.813998805,0.377,0.268,5.84E-07,14,RUBCN
ADAMTS122,3.60E-11,4.076739136,0.069,0.027,7.55E-07,14,ADAMTS12
CA112,3.60E-11,0.791648877,0.196,0.111,7.55E-07,14,CA11
PNOC3,4.97E-11,1.227191153,0.393,0.309,1.04E-06,14,PNOC
NUP210L2,6.60E-11,0.201284433,0.364,0.247,1.38E-06,14,NUP210L
ADSS22,8.01E-11,1.579161793,0.259,0.174,1.68E-06,14,ADSS2
FBXO32,9.03E-11,2.593578069,0.186,0.112,1.89E-06,14,FBXO3
SMG73,1.40E-10,1.802384619,0.169,0.099,2.93E-06,14,SMG7
GLB12,1.55E-10,1.727333141,0.183,0.112,3.26E-06,14,GLB1
CPT1A2,2.25E-10,2.279368616,0.161,0.093,4.71E-06,14,CPT1A
KCNS24,2.37E-10,1.464775225,0.227,0.148,4.96E-06,14,KCNS2
GUCY1A26,2.41E-10,2.309414823,0.292,0.215,5.06E-06,14,GUCY1A2
PRR353,2.83E-10,1.971341261,0.169,0.102,5.93E-06,14,PRR35
TMEM2144,3.22E-10,0.737706782,0.322,0.224,6.75E-06,14,TMEM214
VEGFC2,3.25E-10,2.00285673,0.18,0.109,6.82E-06,14,VEGFC
EPB41L4A5,5.95E-10,2.320319484,0.311,0.241,1.25E-05,14,EPB41L4A
PBDC15,7.21E-10,0.517485437,0.576,0.441,1.51E-05,14,PBDC1
TMEM1714,7.78E-10,1.710255304,0.32,0.232,1.63E-05,14,TMEM171
LAMTOR34,9.69E-10,0.320581811,0.539,0.408,2.03E-05,14,LAMTOR3
STX103,1.21E-09,1.18039598,0.349,0.269,2.54E-05,14,STX10
HES22,1.22E-09,1.259151975,0.23,0.15,2.56E-05,14,HES2
SRGAP3-AS42,1.37E-09,3.751223523,0.027,0.007,2.87E-05,14,SRGAP3-AS4
ELK42,1.38E-09,1.707336844,0.215,0.142,2.90E-05,14,ELK4
UNK3,1.79E-09,0.866965798,0.256,0.164,3.75E-05,14,UNK
SGK13,2.01E-09,1.386310629,0.273,0.193,4.21E-05,14,SGK1
NDUFA4L22,2.21E-09,1.722398715,0.211,0.141,4.63E-05,14,NDUFA4L2
NSMCE12,2.87E-09,0.426059569,0.285,0.183,6.01E-05,14,NSMCE1
PRKAG22,3.01E-09,1.013124645,0.202,0.125,6.31E-05,14,PRKAG2
TMC23,3.96E-09,1.110912594,0.453,0.371,8.30E-05,14,TMC2
MARCHF44,4.15E-09,1.648450073,0.129,0.072,8.71E-05,14,MARCHF4
HSPA27,4.58E-09,0.528516064,0.656,0.545,9.60E-05,14,HSPA2
NUDCD22,5.52E-09,1.685759161,0.073,0.031,0.000115698,14,NUDCD2
PDGFC3,5.69E-09,1.346587657,0.257,0.179,0.000119374,14,PDGFC
C12orf502,1.06E-08,1.560379183,0.164,0.098,0.000221364,14,C12orf50
LINC024663,1.20E-08,1.075418365,0.207,0.134,0.000250696,14,LINC02466
S100A12,1.50E-08,0.982532514,0.438,0.362,0.000313612,14,S100A1
ZIC33,1.50E-08,1.784973523,0.17,0.107,0.000314778,14,ZIC3
WIF12,1.51E-08,1.632743414,0.167,0.105,0.000316491,14,WIF1
ZC3H132,1.71E-08,2.589120292,0.12,0.069,0.00035881,14,ZC3H13
WDR313,1.79E-08,1.617408295,0.178,0.113,0.000376007,14,WDR31
GBP43,2.08E-08,2.473460401,0.156,0.097,0.000437157,14,GBP4
ADAMTSL23,2.45E-08,1.062074045,0.197,0.128,0.000512796,14,ADAMTSL2
PITRM15,2.46E-08,1.039522273,0.229,0.152,0.000515859,14,PITRM1
ARPC52,2.84E-08,1.548436608,0.192,0.126,0.000595401,14,ARPC5
CEP72-DT2,3.43E-08,2.415987199,0.134,0.08,0.00071977,14,CEP72-DT
PJA12,3.88E-08,3.037110573,0.039,0.014,0.000812724,14,PJA1
TIAM12,6.19E-08,2.43931859,0.036,0.012,0.001297651,14,TIAM1
FAM227A3,7.78E-08,0.995136195,0.308,0.228,0.001630925,14,FAM227A
AKIP16,8.64E-08,1.463508547,0.23,0.162,0.001810876,14,AKIP1
SMARCA42,8.78E-08,1.098166274,0.164,0.102,0.001841474,14,SMARCA4
AKAP12,9.09E-08,2.319751836,0.131,0.079,0.001906811,14,AKAP1
DGAT23,1.11E-07,1.296153845,0.382,0.32,0.002322874,14,DGAT2
SLC6A154,2.73E-07,0.889843722,0.284,0.209,0.005730487,14,SLC6A15
CD3G2,3.06E-07,1.434744422,0.148,0.092,0.00640798,14,CD3G
MGA4,3.33E-07,0.707255485,0.298,0.211,0.006984265,14,MGA
TM4SF42,3.36E-07,2.28874877,0.107,0.062,0.007042288,14,TM4SF4
ARFIP22,4.52E-07,1.237514539,0.162,0.103,0.009473795,14,ARFIP2
LINC029633,4.65E-07,1.781360651,0.18,0.122,0.009760967,14,LINC02963
QKI2,5.17E-07,3.79367343,0.016,0.004,0.01084807,14,QKI
SLC38A92,5.76E-07,2.091848864,0.129,0.081,0.012073037,14,SLC38A9
LINC015062,5.84E-07,2.110578849,0.118,0.071,0.012252467,14,LINC01506
LINC030112,6.04E-07,1.430727822,0.114,0.066,0.012666706,14,LINC03011
CORO63,1.05E-06,0.948430882,0.262,0.191,0.021979997,14,CORO6
MRPL202,1.31E-06,1.456419333,0.142,0.091,0.027494014,14,MRPL20
SOD14,1.37E-06,0.577962981,0.423,0.338,0.028748098,14,SOD1
E2F81,1.51E-06,1.728534918,0.058,0.027,0.031688778,14,E2F8
NFKB14,1.60E-06,0.434405791,0.32,0.231,0.03345299,14,NFKB1
COL4A53,1.63E-06,0.714155405,0.259,0.186,0.034109347,14,COL4A5
HMCN13,1.82E-06,1.48130149,0.205,0.148,0.038067652,14,HMCN1
PPP2R2D2,2.20E-06,1.88664938,0.167,0.117,0.046201775,14,PPP2R2D
CHMP1A5,3.00E-06,0.790423052,0.3,0.223,0.0629124,14,CHMP1A
NISCH2,3.48E-06,2.092013034,0.032,0.011,0.073079815,14,NISCH
RHBDL23,3.59E-06,0.696977221,0.191,0.13,0.075344082,14,RHBDL2
CNTNAP2-AS15,5.55E-06,1.410698517,0.194,0.141,0.116436746,14,CNTNAP2-AS1
EFR3B7,6.44E-06,0.248045199,0.681,0.621,0.135044648,14,EFR3B
LATS26,7.66E-06,0.527370003,0.587,0.516,0.160626611,14,LATS2
KISS12,7.87E-06,2.056268351,0.05,0.024,0.165115093,14,KISS1
DTD14,9.18E-06,0.687662455,0.159,0.105,0.192524297,14,DTD1
HMX23,9.66E-06,0.63565084,0.243,0.178,0.20248063,14,HMX2
CFAP61-AS15,1.05E-05,0.93166262,0.68,0.637,0.220075029,14,CFAP61-AS1
SPATC14,1.20E-05,0.65779841,0.421,0.37,0.250944034,14,SPATC1
ZNF2763,1.51E-05,1.954694999,0.114,0.072,0.316008157,14,ZNF276
MTDH3,1.88E-05,0.271860666,0.24,0.168,0.393302578,14,MTDH
NDUFV24,1.89E-05,0.428014927,0.489,0.409,0.396318436,14,NDUFV2
NPW3,2.07E-05,0.122725593,0.019,0.059,0.434597416,14,NPW
HMG20B5,2.10E-05,0.364374232,0.692,0.632,0.440924177,14,HMG20B
HNMT2,2.17E-05,1.295675015,0.049,0.023,0.45574841,14,HNMT
PDZK1IP14,3.90E-05,1.141665933,0.203,0.154,0.818860557,14,PDZK1IP1
KIF18A2,4.87E-05,5.526219078,0.027,0.01,1,14,KIF18A
ROCK26,5.24E-05,1.395915456,0.151,0.108,1,14,ROCK2
ARSB4,8.52E-05,0.293645445,0.356,0.296,1,14,ARSB
SLIT33,9.13E-05,0.668818362,0.207,0.152,1,14,SLIT3
ST183,0.000115505,0.855373472,0.216,0.164,1,14,ST18
TGFA3,0.000119831,2.666677792,0.024,0.009,1,14,TGFA
BCL2L124,0.000130442,0.611663679,0.364,0.298,1,14,BCL2L12
DPP72,0.0001397,0.91662652,0.103,0.064,1,14,DPP7
KCNJ91,0.000151078,3.217841311,0.016,0.005,1,14,KCNJ9
CLEC17A2,0.000163629,0.948997663,0.155,0.109,1,14,CLEC17A
MYH33,0.000174466,0.393889112,0.292,0.227,1,14,MYH3
P2RY124,0.000190743,1.676162423,0.172,0.13,1,14,P2RY12
ZNF5897,0.00020798,0.773804627,0.349,0.298,1,14,ZNF589
KIF235,0.000224476,2.231313939,0.156,0.118,1,14,KIF23
PPIA3,0.000238602,0.369655971,0.634,0.596,1,14,PPIA
NSUN53,0.000243251,0.271413442,0.155,0.107,1,14,NSUN5
ZNF483,0.000255798,1.392474457,0.148,0.108,1,14,ZNF48
DNAJC242,0.000260537,2.07561321,0.098,0.066,1,14,DNAJC24
TEX1012,0.00029903,0.661083342,0.032,0.069,1,14,TEX101
TMEM1387,0.000315215,0.153155271,0.729,0.674,1,14,TMEM138
SUPT5H4,0.000340188,1.117684033,0.172,0.129,1,14,SUPT5H
CROT2,0.000419233,1.158467076,0.153,0.112,1,14,CROT
TKT3,0.000443277,0.432312435,0.09,0.057,1,14,TKT
MYC3,0.000455446,1.117299304,0.194,0.149,1,14,MYC
TP53BP22,0.000514386,2.4637381,0.028,0.013,1,14,TP53BP2
PRKCD2,0.000594504,0.668531209,0.052,0.029,1,14,PRKCD
ARHGAP363,0.00060604,1.544625861,0.148,0.112,1,14,ARHGAP36
COA13,0.000675444,0.208599267,0.218,0.16,1,14,COA1
MMEL1-AS12,0.000746085,2.16830002,0.033,0.016,1,14,MMEL1-AS1
LPCAT33,0.000776744,1.147817241,0.137,0.101,1,14,LPCAT3
SLC12A33,0.000869778,1.136729171,0.129,0.094,1,14,SLC12A3
DSC15,0.00106083,0.442213764,0.404,0.352,1,14,DSC1
DLEU71,0.001265622,0.196387191,0.062,0.037,1,14,DLEU7
FIBIN5,0.001505537,0.857433635,0.358,0.321,1,14,FIBIN
GPRC5C2,0.001678187,1.420203069,0.084,0.056,1,14,GPRC5C
ELOB4,0.00168989,1.792670572,0.016,0.006,1,14,ELOB
OSBPL1A3,0.001754354,1.078886345,0.196,0.16,1,14,OSBPL1A
VWA73,0.001773599,0.474751406,0.502,0.453,1,14,VWA7
PLEKHO15,0.001946725,1.00916432,0.249,0.215,1,14,PLEKHO1
FBXO75,0.002314985,0.752772807,0.451,0.426,1,14,FBXO7
BRSK12,0.002324185,0.387671831,0.434,0.382,1,14,BRSK1
LAMTOR54,0.002376504,0.786590138,0.21,0.167,1,14,LAMTOR5
LINC028134,0.002379165,0.797436533,0.5,0.47,1,14,LINC02813
FBXO38-DT3,0.002493176,0.826383496,0.186,0.148,1,14,FBXO38-DT
CNOT14,0.002671983,0.507867238,0.085,0.057,1,14,CNOT1
ZKSCAN42,0.002858598,1.387726389,0.12,0.091,1,14,ZKSCAN4
ASPHD23,0.002894283,0.864773249,0.246,0.211,1,14,ASPHD2
GPATCH26,0.00323339,0.936070955,0.142,0.109,1,14,GPATCH2
RUFY43,0.00453737,0.233452991,0.103,0.145,1,14,RUFY4
RC3H22,0.004987597,2.24483031,0.076,0.053,1,14,RC3H2
ZNF5015,0.005410505,0.111389261,0.644,0.573,1,14,ZNF501
USP384,0.006116799,0.690761162,0.251,0.214,1,14,USP38
UBE2W3,0.007458296,0.981236065,0.175,0.145,1,14,UBE2W
KDM2B3,0.007518621,2.322017752,0.065,0.044,1,14,KDM2B
SLF22,0.008320198,1.608480073,0.035,0.02,1,14,SLF2
SPAG172,0.008975531,1.105852456,0.109,0.084,1,14,SPAG17
TRIM502,0.009159445,1.393402446,0.011,0.004,1,14,TRIM50
CDHR42,0,2.911031713,0.934,0.143,0,15,CDHR4
RCL12,0,3.345530338,0.901,0.113,0,15,RCL1
SLC35G42,0,3.342699657,0.925,0.142,0,15,SLC35G4
BFSP12,0,3.51773798,0.978,0.205,0,15,BFSP1
LINC014463,0,2.782486816,0.962,0.215,0,15,LINC01446
SELENBP13,0,3.503594794,0.887,0.14,0,15,SELENBP1
LRP32,0,2.970303172,0.987,0.245,0,15,LRP3
MTUS2-AS22,0,2.897502628,0.843,0.118,0,15,MTUS2-AS2
INPPL13,0,3.003966096,0.976,0.252,0,15,INPPL1
CHCHD72,0,3.243253621,0.824,0.103,0,15,CHCHD7
SDR16C52,0,3.549012352,0.852,0.136,0,15,SDR16C5
CCDC684,0,2.40408421,0.974,0.259,0,15,CCDC68
ANXA42,0,2.365031236,0.85,0.136,0,15,ANXA4
MXD32,0,3.368195633,0.795,0.084,0,15,MXD3
SERTAD43,0,1.93249518,0.912,0.208,0,15,SERTAD4
TEK2,0,3.415792251,0.792,0.09,0,15,TEK
ZDHHC172,0,3.236129159,0.826,0.138,0,15,ZDHHC17
LEO12,0,2.866072249,0.819,0.133,0,15,LEO1
CFAP20DC-DT5,0,2.41945837,0.879,0.194,0,15,CFAP20DC-DT
ZNF8365,0,3.062140633,0.927,0.246,0,15,ZNF836
C7orf575,0,2.738649945,0.881,0.21,0,15,C7orf57
FLRT12,0,3.085567381,0.788,0.117,0,15,FLRT1
LINC014492,0,2.821905246,0.781,0.124,0,15,LINC01449
CD163L12,0,3.202692308,0.729,0.077,0,15,CD163L1
E2F12,0,3.306440239,0.757,0.109,0,15,E2F1
ODAD14,0,3.55339695,0.963,0.316,0,15,ODAD1
SLC25A524,0,3.4593145,0.761,0.118,0,15,SLC25A52
RTCB4,0,2.646979566,0.978,0.341,0,15,RTCB
ARHGAP392,0,4.040560396,0.687,0.059,0,15,ARHGAP39
ARL32,0,3.417469145,0.728,0.1,0,15,ARL3
LRRC37A37,0,2.413156827,0.989,0.363,0,15,LRRC37A3
ZNRD22,0,3.549706321,0.782,0.164,0,15,ZNRD2
ALX34,0,2.513950143,0.797,0.181,0,15,ALX3
FAM133A4,0,2.470032354,0.998,0.389,0,15,FAM133A
MRPS312,0,2.977479951,0.711,0.102,0,15,MRPS31
H3C132,0,2.630358798,0.735,0.127,0,15,H3C13
EHMT22,0,2.881607546,0.728,0.124,0,15,EHMT2
AGMAT3,0,2.700864612,0.706,0.118,0,15,AGMAT
ARHGDIG2,0,2.551748743,0.689,0.103,0,15,ARHGDIG
SPEN-AS13,0,2.82842321,0.995,0.411,0,15,SPEN-AS1
OVOL24,0,3.275201247,0.686,0.106,0,15,OVOL2
PNMA12,0,3.407010268,0.644,0.067,0,15,PNMA1
TRIM16L2,0,2.89219385,0.697,0.125,0,15,TRIM16L
SFSWAP2,0,3.205296701,0.638,0.078,0,15,SFSWAP
DECR23,0,2.678212598,0.68,0.123,0,15,DECR2
KLK52,0,2.597681296,0.649,0.094,0,15,KLK5
SPECC1L3,0,2.970672141,0.654,0.121,0,15,SPECC1L
NPHP43,0,2.4503102,0.64,0.109,0,15,NPHP4
PCDH13,0,3.278918723,0.598,0.076,0,15,PCDH1
CCDC1202,0,2.747671428,0.607,0.087,0,15,CCDC120
THOC73,0,3.168536456,0.645,0.128,0,15,THOC7
TTTY142,0,3.420102738,0.559,0.065,0,15,TTTY14
TNK22,0,3.368877635,0.55,0.065,0,15,TNK2
B3GALT52,0,3.538828651,0.519,0.047,0,15,B3GALT5
FAM89B2,0,3.450318701,0.508,0.053,0,15,FAM89B
NRIR2,0,3.293696014,0.501,0.052,0,15,NRIR
C1orf562,0,4.053349255,0.388,0.035,0,15,C1orf56
ZNF3583,1.02E-304,3.432996159,0.452,0.062,2.15E-300,15,ZNF358
OR1E12,1.43E-303,2.512092571,0.733,0.157,3.00E-299,15,OR1E1
DDR22,1.51E-303,3.198728949,0.982,0.546,3.17E-299,15,DDR2
APOC15,1.31E-291,2.207012654,0.973,0.342,2.75E-287,15,APOC1
POT13,1.17E-287,2.471549365,0.821,0.229,2.45E-283,15,POT1
NPTN2,5.99E-287,3.594668632,0.358,0.041,1.26E-282,15,NPTN
WWC23,1.08E-286,2.340358033,0.713,0.156,2.26E-282,15,WWC2
LINC017201,3.89E-284,3.4191316,0.269,0.023,8.15E-280,15,LINC01720
ERAP14,8.96E-282,3.468896535,0.426,0.059,1.88E-277,15,ERAP1
RHOQ4,2.15E-280,2.914963492,0.587,0.11,4.51E-276,15,RHOQ
ACOT17,4.72E-278,2.09041078,0.976,0.34,9.89E-274,15,ACOT1
PCDHB95,1.24E-277,1.973737713,0.903,0.257,2.61E-273,15,PCDHB9
DNA23,2.05E-272,3.087491897,0.468,0.072,4.29E-268,15,DNA2
ADRA1B3,1.10E-271,1.718475522,0.87,0.233,2.31E-267,15,ADRA1B
PCLO3,1.12E-269,2.981196974,0.461,0.071,2.35E-265,15,PCLO
EPDR14,4.56E-266,2.485573924,0.645,0.134,9.57E-262,15,EPDR1
QSOX12,1.19E-265,3.00598432,0.422,0.059,2.50E-261,15,QSOX1
ASCL25,2.43E-265,1.998423113,0.984,0.352,5.10E-261,15,ASCL2
PRDX63,4.89E-262,2.316780121,0.583,0.108,1.03E-257,15,PRDX6
XRCC35,1.66E-258,1.977828217,0.894,0.274,3.47E-254,15,XRCC3
POC53,2.20E-256,1.372985842,0.898,0.244,4.61E-252,15,POC5
RNF1226,5.48E-256,2.466592749,0.751,0.203,1.15E-251,15,RNF122
ARHGEF43,8.17E-252,2.121250087,0.722,0.171,1.71E-247,15,ARHGEF4
SLC2A82,3.86E-248,2.300985378,0.658,0.15,8.09E-244,15,SLC2A8
STXBP53,1.04E-243,2.44288502,0.565,0.112,2.18E-239,15,STXBP5
PCYT1B-AS15,7.37E-240,2.531700191,0.627,0.143,1.55E-235,15,PCYT1B-AS1
MSX21,3.90E-239,2.98338254,0.325,0.04,8.18E-235,15,MSX2
ENTREP25,4.42E-237,2.105656695,0.984,0.462,9.27E-233,15,ENTREP2
ZNF4415,6.72E-237,1.670265635,0.901,0.285,1.41E-232,15,ZNF441
GLYATL14,2.18E-236,2.476505612,0.709,0.193,4.57E-232,15,GLYATL1
METTL166,1.23E-235,3.064708276,0.552,0.118,2.59E-231,15,METTL16
TRIM92,4.89E-233,2.482925893,0.484,0.085,1.02E-228,15,TRIM9
CCR35,1.66E-227,2.21321274,0.932,0.43,3.48E-223,15,CCR3
CCDC932,3.03E-226,2.059664035,0.64,0.147,6.36E-222,15,CCDC93
LNCBRM2,5.57E-226,2.543646719,0.437,0.071,1.17E-221,15,LNCBRM
SLMAP3,7.70E-223,2.249351003,0.523,0.1,1.61E-218,15,SLMAP
OAF5,1.85E-222,2.572363957,0.678,0.176,3.87E-218,15,OAF
SMYD15,4.53E-219,2.055411358,0.68,0.172,9.49E-215,15,SMYD1
XXYLT14,3.16E-217,1.979298809,0.638,0.151,6.62E-213,15,XXYLT1
GIMAP41,2.79E-215,0.806968613,0.642,0.139,5.86E-211,15,GIMAP4
MYT1L2,2.80E-215,3.490204869,0.199,0.016,5.86E-211,15,MYT1L
TSPAN82,1.06E-214,2.583477455,0.419,0.068,2.23E-210,15,TSPAN8
ZNF692-DT3,4.07E-213,3.196914763,0.399,0.065,8.53E-209,15,ZNF692-DT
HEG14,1.59E-210,1.969183821,0.761,0.222,3.34E-206,15,HEG1
PTGS2,5.77E-207,2.549029413,0.324,0.045,1.21E-202,15,PTGS2
SLC35A56,1.21E-206,1.951443401,0.755,0.226,2.55E-202,15,SLC35A5
EPN15,3.76E-206,2.276780922,0.74,0.226,7.88E-202,15,EPN1
MED194,6.21E-206,2.882593355,0.578,0.144,1.30E-201,15,MED19
TFAP2E-AS17,1.02E-205,2.444783825,0.863,0.35,2.14E-201,15,TFAP2E-AS1
CLASRP1,6.19E-205,3.069913528,0.256,0.028,1.30E-200,15,CLASRP
EIF3I4,2.45E-199,2.349233727,0.501,0.104,5.14E-195,15,EIF3I
CLEC4M4,9.67E-198,1.994066679,0.753,0.236,2.03E-193,15,CLEC4M
ZBTB424,1.27E-195,2.255515141,0.616,0.162,2.66E-191,15,ZBTB42
FCRL15,7.42E-195,2.020444784,0.724,0.216,1.56E-190,15,FCRL1
TDRD13,1.04E-194,2.69643839,0.452,0.088,2.17E-190,15,TDRD1
DNAL15,1.72E-194,2.211113958,0.781,0.276,3.60E-190,15,DNAL1
KANSL1-AS15,1.60E-192,1.607002074,0.998,0.571,3.36E-188,15,KANSL1-AS1
APOBEC24,9.30E-191,2.554295671,0.499,0.109,1.95E-186,15,APOBEC2
KCNH24,2.40E-190,1.542027869,0.83,0.266,5.03E-186,15,KCNH2
TERF13,6.44E-189,2.191102974,0.464,0.091,1.35E-184,15,TERF1
TLL21,2.97E-187,2.676372603,0.331,0.051,6.22E-183,15,TLL2
NUMB,1.76E-186,4.080803459,0.163,0.013,3.68E-182,15,NUMB
RNF1504,3.35E-185,1.823741275,0.644,0.169,7.02E-181,15,RNF150
SLC25A413,2.63E-183,2.59471984,0.558,0.144,5.51E-179,15,SLC25A41
GFRA15,2.28E-182,1.161177734,0.903,0.311,4.78E-178,15,GFRA1
HSD17B43,1.44E-181,2.672277872,0.378,0.066,3.01E-177,15,HSD17B4
ZNF5304,2.05E-180,2.085949983,0.539,0.127,4.31E-176,15,ZNF530
NFKBIE6,6.51E-178,1.949861845,0.698,0.215,1.37E-173,15,NFKBIE
CLRN3,3.68E-176,2.115278027,0.453,0.1,7.73E-172,15,CLRN3
CFAP525,7.52E-171,1.861459047,0.678,0.205,1.58E-166,15,CFAP52
DTD15,7.62E-170,2.571025349,0.457,0.102,1.60E-165,15,DTD1
RHOB5,9.53E-170,1.296355566,0.707,0.208,2.00E-165,15,RHOB
SAMSN1-AS16,3.77E-169,1.44546874,0.861,0.305,7.91E-165,15,SAMSN1-AS1
FGD35,2.47E-167,3.004392403,0.329,0.055,5.17E-163,15,FGD3
SUSD12,6.89E-167,3.001145341,0.252,0.033,1.44E-162,15,SUSD1
SLC20A16,9.83E-164,1.43737501,0.861,0.32,2.06E-159,15,SLC20A1
ENDOD15,1.83E-161,2.642561206,0.631,0.207,3.83E-157,15,ENDOD1
TBC1D305,3.76E-160,2.281136186,0.574,0.167,7.88E-156,15,TBC1D30
OLFML31,5.86E-159,2.316001665,0.603,0.196,1.23E-154,15,OLFML3
MRPS352,6.14E-158,3.02921366,0.183,0.019,1.29E-153,15,MRPS35
TPP16,2.37E-156,1.986007199,0.623,0.193,4.98E-152,15,TPP1
AIRIM5,2.19E-154,1.261384203,0.998,0.793,4.60E-150,15,AIRIM
SLC25A125,6.94E-154,1.85063724,0.618,0.187,1.45E-149,15,SLC25A12
ZNF747-DT3,1.40E-153,1.848224288,0.492,0.118,2.94E-149,15,ZNF747-DT
NPVF1,6.65E-153,2.963661873,0.243,0.033,1.39E-148,15,NPVF
ANKMY13,7.51E-153,3.047006981,0.311,0.054,1.58E-148,15,ANKMY1
OR10A23,1.08E-150,1.634522725,0.737,0.26,2.27E-146,15,OR10A2
MIR181A2HG4,1.87E-148,2.619383678,0.41,0.091,3.91E-144,15,MIR181A2HG
ZNF3964,1.96E-148,1.403696046,0.673,0.204,4.10E-144,15,ZNF396
ELAVL35,2.53E-148,1.597947989,0.846,0.383,5.32E-144,15,ELAVL3
EIF3J2,1.80E-145,2.16872289,0.473,0.126,3.78E-141,15,EIF3J
NLRP35,7.33E-145,2.252092911,0.477,0.122,1.54E-140,15,NLRP3
ABHD183,2.27E-143,2.818124409,0.239,0.034,4.77E-139,15,ABHD18
ARPC32,7.10E-143,2.961271936,0.267,0.042,1.49E-138,15,ARPC3
INVS4,1.38E-142,1.654986489,0.428,0.099,2.90E-138,15,INVS
CCNT14,8.11E-142,3.056009209,0.34,0.069,1.70E-137,15,CCNT1
AGBL4-AS1,1.85E-141,2.793021418,0.207,0.026,3.88E-137,15,AGBL4-AS1
TMEM441,4.46E-138,2.933795907,0.199,0.025,9.35E-134,15,TMEM44
MEA15,8.94E-138,1.623226626,0.74,0.265,1.87E-133,15,MEA1
NUDCD23,2.95E-137,3.004977821,0.218,0.03,6.20E-133,15,NUDCD2
TRPC13,4.90E-137,2.03482039,0.647,0.236,1.03E-132,15,TRPC1
TWNK3,6.01E-137,2.788273436,0.388,0.089,1.26E-132,15,TWNK
GPATCH115,9.91E-137,2.573561298,0.32,0.061,2.08E-132,15,GPATCH11
CPA33,2.86E-136,2.801606029,0.336,0.068,5.99E-132,15,CPA3
CDH23,7.53E-136,2.04792337,0.404,0.097,1.58E-131,15,CDH2
LINC006326,1.96E-135,3.054663924,0.355,0.076,4.10E-131,15,LINC00632
NOG3,2.53E-131,2.031646738,0.327,0.064,5.31E-127,15,NOG
ASB74,1.49E-130,2.452441977,0.293,0.052,3.12E-126,15,ASB7
